Lugar;Espacialidade;COD IBGE;% da população em domicílios com água encanada (2010);% da população em domicílios com banheiro e água encanada (2010);% da população em domicílios com coleta de lixo (2010);% da população em domicílios com energia elétrica (2010);% da população em domicílios com densidade > 2 (2010)
Cunha Porã (SC);Município;420470;93,63;96,52;98,47;99,43;11,22
Cunhataí (SC);Município;420475;93,28;100;95,02;99,92;8,06
Curitibanos (SC);Município;420480;86,75;93,69;98,29;99,55;15,06
Descanso (SC);Município;420490;89,13;93;94,86;99,53;10,71
Dionísio Cerqueira (SC);Município;420500;95,2;92,59;96,15;97,24;19,93
Dona Emma (SC);Município;420510;92,84;98,51;99,25;100;6,91
Doutor Pedrinho (SC);Município;420515;76,78;97,77;97,91;100;8,86
Entre Rios (SC);Município;420517;82,92;66,49;80,85;96,78;34,43
Ermo (SC);Município;420519;94,46;98,97;98,78;100;7,55
Erval Velho (SC);Município;420520;88,63;99,4;95,78;99,78;9,22
Faxinal dos Guedes (SC);Município;420530;88,03;99,08;99,43;99,96;8,2
Flor do Sertão (SC);Município;420535;98,39;94,19;100;98,93;12,42
Florianópolis (SC);Município;420540;96,35;99,29;99,84;99,96;11,59
Formosa do Sul (SC);Município;420543;83,4;97,15;100;100;10,96
Forquilhinha (SC);Município;420545;96,87;94,7;99,18;99,86;13,5
Fraiburgo (SC);Município;420550;92,28;95,67;99,63;99,96;17,84
Frei Rogério (SC);Município;420555;71,93;89,08;86,3;99,35;14,69
Galvão (SC);Município;420560;93,2;97,12;96,74;99,35;10,51
Garopaba (SC);Município;420570;90,53;99,38;99,62;99,96;11,48
Garuva (SC);Município;420580;85,17;98,29;99,03;99,94;20,63
Gaspar (SC);Município;420590;97,17;93,13;99,8;99,99;12,37
Governador Celso Ramos (SC);Município;420600;94,12;95;99,59;99,92;11,73
Grão Pará (SC);Município;420610;82,92;91,04;99,4;100;8,51
Gravatal (SC);Município;420620;69,56;93,92;99,7;100;8,64
Guabiruba (SC);Município;420630;92,09;96,64;99,28;99,82;11,05
Guaraciaba (SC);Município;420640;88,68;97,23;94,5;100;9,61
Guaramirim (SC);Município;420650;96,68;86,45;99,17;100;15,36
Guarujá do Sul (SC);Município;420660;97,3;97,76;97,81;99,74;9,26
Guatambú (SC);Município;420665;86,71;96,48;97,33;99,65;17,86
Herval D'Oeste (SC);Município;420670;95,87;98,3;99,85;99,85;14,33
Ibiam (SC);Município;420675;94,72;99,17;98,19;99,64;7,9
Ibicaré (SC);Município;420680;91,55;99;100;100;5,39
Ibirama (SC);Município;420690;95,72;97,4;98,82;99,91;8,45
Içara (SC);Município;420700;96,44;97,35;96,54;100;12,77
Ilhota (SC);Município;420710;86,58;80,18;99,93;100;13,81
Imaruí (SC);Município;420720;71,72;96,42;92,48;99,58;13,55
Imbituba (SC);Município;420730;93,26;97,23;98,26;99,9;14,7
Imbuia (SC);Município;420740;88,7;99,62;96,98;100;11,02
Indaial (SC);Município;420750;96,78;99,19;99,15;99,96;12,95
Iomerê (SC);Município;420757;94,48;99,51;100;100;4,64
Ipira (SC);Município;420760;92,27;98,9;99,88;99,93;4,39
Iporã do Oeste (SC);Município;420765;94,61;97,3;98,31;100;6,33
Ipuaçu (SC);Município;420768;58,41;59;97,93;94,18;43,65
Ipumirim (SC);Município;420770;83,66;98,36;100;99,9;10,31
Iraceminha (SC);Município;420775;87,64;95,25;87,15;100;12,92
Irani (SC);Município;420780;91,69;97,24;99,32;99,57;13,7
Irati (SC);Município;420785;97,28;96,98;97,71;99,58;8,48
Irineópolis (SC);Município;420790;90,74;88,94;96,16;98,49;24,57
Itá (SC);Município;420800;87,35;99,22;99,24;99,76;5,6
Itaiópolis (SC);Município;420810;93,43;87,3;98,86;99,52;19,71
Itajaí (SC);Município;420820;97,93;98,81;99,86;99,92;18,65
Itapema (SC);Município;420830;93,67;98,95;99,95;99,83;16,53
Itapiranga (SC);Município;420840;96,22;97,64;99,21;99,97;10,09
Itapoá (SC);Município;420845;97,35;97,8;99,37;99,5;17,58
Ituporanga (SC);Município;420850;90,25;96,54;96,17;100;10,74
Jaborá (SC);Município;420860;74,31;99,17;98,76;100;7,89
Jacinto Machado (SC);Município;420870;83,67;92,09;99,18;99,96;11,34
Jaguaruna (SC);Município;420880;97,56;96,46;97,87;100;9,63
Jaraguá do Sul (SC);Município;420890;97,98;98,57;99,98;100;10,62
Jardinópolis (SC);Município;420895;93,84;96,01;100;99,93;9,55
Joaçaba (SC);Município;420900;97,25;99,53;99,4;100;8,63
Joinville (SC);Município;420910;98,16;98,13;99,92;99,93;13,32
José Boiteux (SC);Município;420915;89,52;96,08;100;99,77;22,01
Jupiá (SC);Município;420917;94,06;97,7;91,49;98,41;8,46
Lacerdópolis (SC);Município;420920;72,11;99,9;99,49;100;5,9
Lages (SC);Município;420930;98,84;97,9;99,14;99,58;16,56
Laguna (SC);Município;420940;87,13;96,61;98,94;99,98;12,34
Lajeado Grande (SC);Município;420945;76,47;99,31;98,85;98,94;4,88
Laurentino (SC);Município;420950;92,05;99,49;98,99;100;6,73
Lauro Muller (SC);Município;420960;84,91;98,53;98,89;100;9,06
Lebon Régis (SC);Município;420970;91,15;91,02;99,26;98;22,44
Leoberto Leal (SC);Município;420980;77,25;98,5;99,08;100;8,39
Lindóia do Sul (SC);Município;420985;95,61;97,82;100;99,41;20,52
Lontras (SC);Município;420990;94,29;99,18;98,07;100;11,32
Luiz Alves (SC);Município;421000;81,58;99,41;98,96;100;11,19
Luzerna (SC);Município;421003;93,42;99,45;99,81;99,95;5,33
Macieira (SC);Município;421005;83,12;97,48;94,58;100;14,29
Mafra (SC);Município;421010;95,52;96,41;96,73;99,68;14,23
Major Gercino (SC);Município;421020;77,37;98,54;96,24;98,75;11,8
Major Vieira (SC);Município;421030;95,84;87;97,08;99,23;20,4
Maracajá (SC);Município;421040;98,19;98,64;99,07;100;9,19
Maravilha (SC);Município;421050;92,66;99,63;99,2;99,97;9,37
Marema (SC);Município;421055;51,95;98,98;100;100;6,83
Massaranduba (SC);Município;421060;94,1;93,67;99,4;99,88;8,49
Matos Costa (SC);Município;421070;90,64;86,88;95,65;98,81;20,68
Meleiro (SC);Município;421080;85,69;82,86;99,31;99,95;9,6
Mirim Doce (SC);Município;421085;66,25;95,95;99,76;100;9,42
Modelo (SC);Município;421090;95,13;99,29;96,56;100;11,47
Mondaí (SC);Município;421100;88,96;96,32;98,67;99,76;11,63
Monte Carlo (SC);Município;421105;96,42;93,17;99,48;98,79;26,61
Monte Castelo (SC);Município;421110;95,51;87,36;96,62;98,95;20,57
Morro da Fumaça (SC);Município;421120;89,98;99,55;98,13;100;12,6
Morro Grande (SC);Município;421125;90,9;99,55;98,76;100;8,22
Navegantes (SC);Município;421130;97,44;94,87;99,79;99,96;20,85
Nova Erechim (SC);Município;421140;98,2;99,66;97,51;99,95;8,68
Nova Itaberaba (SC);Município;421145;73,24;94,58;86,19;99,59;9,95
Nova Trento (SC);Município;421150;85,07;99,6;97,82;100;7,11
Nova Veneza (SC);Município;421160;89,78;98,06;99,19;99,95;8,7
Novo Horizonte (SC);Município;421165;85,66;96,54;81,48;99,54;11,7
Orleans (SC);Município;421170;88,85;97,2;95,23;100;10,3
Otacílio Costa (SC);Município;421175;98,18;90,52;99,78;99,93;11,93
Ouro (SC);Município;421180;91,77;98,85;98,6;100;6,5
Ouro Verde (SC);Município;421185;90,76;98,1;90,51;99,29;10,63
Paial (SC);Município;421187;94,34;94,2;100;99,44;18,07
Painel (SC);Município;421189;81,06;96,62;99,55;99,54;10,07
Palhoça (SC);Município;421190;94,97;97,48;99,42;99,9;16,83
Palma Sola (SC);Município;421200;93,77;92,78;99;99,11;11,27
Palmeira (SC);Município;421205;82,77;93,58;99,74;99,56;8,4
Palmitos (SC);Município;421210;94,99;95,85;96,23;99,63;11
Papanduva (SC);Município;421220;95,61;89,85;97,03;99,22;19,02
Paraíso (SC);Município;421223;88,44;94,96;89,1;99,57;12,12
Passo de Torres (SC);Município;421225;96,23;93,51;99,4;99,9;17,02
Passos Maia (SC);Município;421227;85,69;92,43;99,11;99,25;23,8
Paulo Lopes (SC);Município;421230;68,07;97,78;99,12;100;13,59
Pedras Grandes (SC);Município;421240;78,51;99,59;99,83;99,96;5,77
Penha (SC);Município;421250;96,62;94,76;99,72;99,87;16,83
Peritiba (SC);Município;421260;93,53;99,7;99,28;99,39;7,79
Petrolândia (SC);Município;421270;83,04;91,21;97,84;99,9;8,47
Pinhalzinho (SC);Município;421290;96,12;98,92;99,44;99,9;8,55
Pinheiro Preto (SC);Município;421300;84,01;98,75;100;99,77;8,86
Piratuba (SC);Município;421310;85,34;98,6;93,85;99,88;9,17
Planalto Alegre (SC);Município;421315;91,17;96,22;95,15;99,61;11,2
Pomerode (SC);Município;421320;97,54;97,45;99,46;99,92;7,44
Ponte Alta (SC);Município;421330;89,32;94,21;100;98,45;16,98
Ponte Alta do Norte (SC);Município;421335;96,64;96,89;99,25;99,66;20,05
Ponte Serrada (SC);Município;421340;86,21;95,34;99,32;98,97;19,78
Porto Belo (SC);Município;421350;87,2;98,53;99,37;99,83;18,46
Porto União (SC);Município;421360;96,63;97,78;99,42;99,38;14,93
Pouso Redondo (SC);Município;421370;86;93,32;99,01;99,92;12,32
Praia Grande (SC);Município;421380;85,27;95,57;99,69;99,88;12,6
Presidente Castello Branco (SC);Município;421390;86,54;98,83;100;100;10,28
Presidente Getúlio (SC);Município;421400;95,56;97,34;99,76;99,97;9,17
Presidente Nereu (SC);Município;421410;83,9;97,22;100;99,81;11,08
Princesa (SC);Município;421415;95,45;93,67;98,83;99,49;10,5
Quilombo (SC);Município;421420;87,53;97,1;97,84;99,96;7,89
Rancho Queimado (SC);Município;421430;74,01;99,66;98,41;100;6,16
Rio das Antas (SC);Município;421440;91,25;96,89;99,22;99,79;13,01
Rio do Campo (SC);Município;421450;86,75;97,87;100;100;9,55
Rio do Oeste (SC);Município;421460;79,67;98,35;100;99,98;8,21
Rio dos Cedros (SC);Município;421470;84,88;99,13;99,5;100;11,07
Rio do Sul (SC);Município;421480;96,56;97,91;99,3;100;10,6
Rio Fortuna (SC);Município;421490;81,86;99,67;100;100;7,61
Rio Negrinho (SC);Município;421500;97,83;97,63;99,91;99,39;18,06
Rio Rufino (SC);Município;421505;75,89;98,33;97,47;99,46;11,96
Riqueza (SC);Município;421507;93,06;95,94;97,55;99,67;10
Rodeio (SC);Município;421510;81,52;97,56;98,63;100;9,51
Romelândia (SC);Município;421520;93,7;91,45;82,88;99,7;8,35
Salete (SC);Município;421530;80,68;98,9;99,06;100;7,67
Saltinho (SC);Município;421535;94,65;86,8;95,39;97,86;15,08
Salto Veloso (SC);Município;421540;75,29;99,75;100;100;8,31
Sangão (SC);Município;421545;83,07;99,12;97,55;100;21,14
Santa Cecília (SC);Município;421550;94,88;90,06;98,83;98,78;21,27
Santa Helena (SC);Município;421555;89,61;93,36;98,31;99,7;9,85
Santa Rosa de Lima (SC);Município;421560;70,55;99,47;100;100;10,16
Santa Rosa do Sul (SC);Município;421565;92,46;99,03;99,7;99,94;9,5
Santa Terezinha (SC);Município;421567;88;90,07;98,06;100;13,68
Santa Terezinha do Progresso (SC);Município;421568;92,63;89,68;98,6;99,9;7,87
Santiago do Sul (SC);Município;421569;97,22;96,79;100;100;6,91
Santo Amaro da Imperatriz (SC);Município;421570;84,5;98,79;99,74;100;10,66
São Bento do Sul (SC);Município;421580;98,79;99,11;99,9;99,95;10,23
São Bernardino (SC);Município;421575;81,85;68,46;89,63;98,64;15,35
São Bonifácio (SC);Município;421590;69,51;99,32;100;100;6,29
São Carlos (SC);Município;421600;93,09;97,06;98,44;99,52;7,85
São Cristovão do Sul (SC);Município;421605;96,41;94,65;98,66;99,64;15,27
São Domingos (SC);Município;421610;90,96;91,85;92,32;99,81;12,89
São Francisco do Sul (SC);Município;421620;96,74;97,6;99,09;99,22;18,9
São João Batista (SC);Município;421630;92,86;89,41;99,28;100;14,6
São João do Itaperiú (SC);Município;421635;96,75;99,47;98,9;99,79;15,78
São João do Oeste (SC);Município;421625;91,84;98,33;98,43;100;7,03
São João do Sul (SC);Município;421640;79,4;95,43;100;100;10,4
São Joaquim (SC);Município;421650;92,58;98,69;100;99,73;11,39
São José (SC);Município;421660;97,85;98,9;99,81;99,97;13,24
São José do Cedro (SC);Município;421670;97,42;97,06;92,87;99,49;8,46
São José do Cerrito (SC);Município;421680;68,53;87,86;98,32;99,56;11,82
São Lourenço do Oeste (SC);Município;421690;94,35;96,52;95,62;99,79;10,86
São Ludgero (SC);Município;421700;85,42;98,99;94,58;100;9,5
São Martinho (SC);Município;421710;76,73;99,5;100;100;9,58
São Miguel da Boa Vista (SC);Município;421715;97,11;96,18;96,55;99,1;10,61
São Miguel do Oeste (SC);Município;421720;91,87;98,74;99,17;99,85;7,7
São Pedro de Alcântara (SC);Município;421725;83,54;98,51;97,83;100;5,47
Saudades (SC);Município;421730;87,78;96,91;98,82;100;5,03
Schroeder (SC);Município;421740;92,45;95,44;99,02;99,92;9,87
Seara (SC);Município;421750;88,3;98,11;99,56;99,85;8,29
Serra Alta (SC);Município;421755;95,42;96,09;97,03;99,75;9,47
Siderópolis (SC);Município;421760;85,61;96,97;99,56;99,83;11,07
Sombrio (SC);Município;421770;96,43;95,35;99,77;100;9,59
Sul Brasil (SC);Município;421775;94,36;96,81;94,79;100;11,25
Taió (SC);Município;421780;88,96;98,55;99,62;99,8;6,54
Tangará (SC);Município;421790;89,86;98,43;96,04;99,66;11,14
Tigrinhos (SC);Município;421795;98,28;94,51;100;98,98;6,36
Tijucas (SC);Município;421800;96,82;99,11;100;99,67;17,05
Timbé do Sul (SC);Município;421810;74,91;99,5;100;100;6,16
Timbó (SC);Município;421820;98,94;98,17;99,8;100;8,5
Timbó Grande (SC);Município;421825;92,86;83,23;97,16;96,85;27,68
Três Barras (SC);Município;421830;95,87;90,18;99,35;99,27;27,94
Treviso (SC);Município;421835;95,43;98,95;99,12;100;6,45
Treze de Maio (SC);Município;421840;76,82;99,02;92,57;100;8,91
Treze Tílias (SC);Município;421850;89,64;99,81;99,45;100;7,86
Trombudo Central (SC);Município;421860;91,75;99,46;99,53;100;8,46
Tubarão (SC);Município;421870;93,21;97,22;99,85;99,83;8,45
Tunápolis (SC);Município;421875;95,85;97,52;100;99,68;6,69
Turvo (SC);Município;421880;79,46;98,97;97,85;100;9,06
União do Oeste (SC);Município;421885;87,3;93,83;98,73;98,71;6,64
Urubici (SC);Município;421890;82,85;97,16;99,6;99,83;15,2
Urupema (SC);Município;421895;78,44;96,43;99,84;99,53;8,64
Urussanga (SC);Município;421900;91,52;99,61;99,69;100;9,72
Vargeão (SC);Município;421910;77,39;96,17;100;98,67;10,8
Vargem (SC);Município;421915;81,13;86,49;99,22;99,25;11,34
Vargem Bonita (SC);Município;421917;84,68;98,29;96,27;99,66;16,51
Vidal Ramos (SC);Município;421920;80,85;97,53;99,61;100;14,88
Videira (SC);Município;421930;95,51;98,55;99,83;99,92;11,48
Vitor Meireles (SC);Município;421935;91,04;88,4;93,64;99,85;14,5
Witmarsum (SC);Município;421940;89,08;99,15;99,02;100;11,27
Xanxerê (SC);Município;421950;68,94;98;98,54;99,17;14,53
Xavantina (SC);Município;421960;86,94;98,4;100;99,63;5,05
Xaxim (SC);Município;421970;94,32;95,61;98,31;99,44;12,15
Zortéa (SC);Município;421985;96,08;99,91;99,58;99,91;9,36
Amparo de São Francisco (SE);Município;280010;80,65;76,67;99,07;99,29;27,77
Aquidabã (SE);Município;280020;88,82;75,14;99,72;98,83;31,49
Aracaju (SE);Município;280030;99,23;95,98;98,75;99,89;23,04
Arauá (SE);Município;280040;80,11;69,7;97,32;97,64;35,86
Areia Branca (SE);Município;280050;85,15;75,75;96,16;98,3;29,71
Barra dos Coqueiros (SE);Município;280060;96,04;91,01;98,37;97,75;37,94
Boquim (SE);Município;280067;86,91;67,65;99,55;99,65;28,6
Brejo Grande (SE);Município;280070;74,63;70;85,13;93,75;38,21
Campo do Brito (SE);Município;280100;88,93;82,73;99,18;99,35;22,98
Canhoba (SE);Município;280110;86,88;74,28;96,42;97,39;37,37
Canindé de São Francisco (SE);Município;280120;79,23;74,01;96,46;97,35;41,17
Capela (SE);Município;280130;90,37;78,68;88,18;99,18;34,12
Carira (SE);Município;280140;69,26;54,36;99,05;98,41;28,36
Carmópolis (SE);Município;280150;99,04;98,33;99,83;99,53;35,84
Cedro de São João (SE);Município;280160;96,57;93,41;99,24;99,84;29,35
Cristinápolis (SE);Município;280170;87,97;62,16;86,02;99,04;37,05
Cumbe (SE);Município;280190;94,86;86,48;100;99,59;24,47
Divina Pastora (SE);Município;280200;84,19;71,52;97,31;98,7;33,75
Estância (SE);Município;280210;92,23;85,92;93,75;99,45;30,93
Feira Nova (SE);Município;280220;89,31;79,52;97,16;99,39;30,86
Frei Paulo (SE);Município;280230;84,73;79,49;98,08;99,6;26,23
Gararu (SE);Município;280240;73,65;56,43;97,56;98,99;35,57
General Maynard (SE);Município;280250;89,68;91,73;98,21;99,06;30,34
Gracho Cardoso (SE);Município;280260;91,36;86,69;99,63;99,56;28,06
Ilha das Flores (SE);Município;280270;85,64;77,47;95,97;96,48;45,91
Indiaroba (SE);Município;280280;80,32;52,93;98,85;97,17;38,9
Itabaiana (SE);Município;280290;91,16;85,05;98,9;99,92;22,36
Itabaianinha (SE);Município;280300;75,94;52,66;97,39;98,04;31,47
Itabi (SE);Município;280310;92,34;89,17;97,69;98,22;24,72
Itaporanga D'Ajuda (SE);Município;280320;78,4;70,18;98,27;97,01;39
Japaratuba (SE);Município;280330;81,96;80,35;98,82;98,79;33,44
Japoatã (SE);Município;280340;74,61;72,45;97,74;98,86;36,24
Lagarto (SE);Município;280350;81,83;77,47;96,85;99,03;25,49
Laranjeiras (SE);Município;280360;85,89;82,42;95,69;99,25;41,9
Macambira (SE);Município;280370;68,66;61,47;98;99,16;24,26
Malhada dos Bois (SE);Município;280380;96,66;94,77;97,77;99,32;33,92
Malhador (SE);Município;280390;88,61;80,87;99,57;98,4;25,14
Maruim (SE);Município;280400;83,69;84,37;99,22;98,79;38,2
Moita Bonita (SE);Município;280410;69,15;60,01;99,28;99,89;17,97
Monte Alegre de Sergipe (SE);Município;280420;75,25;71,06;98,45;98,56;36,23
Muribeca (SE);Município;280430;93,41;83,4;91,78;98,6;35,47
Neópolis (SE);Município;280440;75,13;77,41;99,66;98,56;38,13
Nossa Senhora Aparecida (SE);Município;280445;91,2;82,15;98,79;98,48;19,27
Nossa Senhora da Glória (SE);Município;280450;90,53;79,96;99,62;99,08;27
Nossa Senhora das Dores (SE);Município;280460;89,21;75,38;94,51;99,26;25,9
Nossa Senhora de Lourdes (SE);Município;280470;91,41;82,81;99,35;98,31;33,95
Nossa Senhora do Socorro (SE);Município;280480;97,54;93,67;94,6;99,81;33,48
Pacatuba (SE);Município;280490;63,53;54,67;100;97,74;37,12
Pedra Mole (SE);Município;280500;85,06;84,54;93,59;98,82;23,82
Pedrinhas (SE);Município;280510;85,21;60,81;96,08;99,5;29,44
Pinhão (SE);Município;280520;65,39;63,57;98,14;97,66;21,25
Pirambu (SE);Município;280530;89,54;79,77;99,67;98,44;39,31
Poço Redondo (SE);Município;280540;73,96;69,69;95,39;97,95;35,23
Poço Verde (SE);Município;280550;75,96;68,55;98,33;99,18;26,51
Porto da Folha (SE);Município;280560;78,72;72,69;99,47;97,92;38,51
Propriá (SE);Município;280570;93,54;90,86;97,15;99,67;35,71
Riachão do Dantas (SE);Município;280580;61,81;43,85;98,99;99,67;38,94
Riachuelo (SE);Município;280590;81,97;76,93;97,26;99,65;45,48
Ribeirópolis (SE);Município;280600;82,49;80,88;98,78;99,49;19,75
Rosário do Catete (SE);Município;280610;83,67;84,31;100;98,52;33,58
Salgado (SE);Município;280620;80,59;72,74;96,46;98,75;30,32
Santa Luzia do Itanhy (SE);Município;280630;72,67;52,55;96,7;98,73;39,08
Santana do São Francisco (SE);Município;280640;83,32;80,39;98,17;97,73;43,66
Santa Rosa de Lima (SE);Município;280650;88,03;76,67;100;97,25;36,52
Santo Amaro das Brotas (SE);Município;280660;89,04;81,42;98,92;97,19;33,33
São Cristóvão (SE);Município;280670;93,21;85,14;89,02;99,3;32,34
São Domingos (SE);Município;280680;97,39;88,7;95,94;99,43;23,1
São Francisco (SE);Município;280690;88,7;88,45;100;99,43;29,82
São Miguel do Aleixo (SE);Município;280700;66,57;61,09;95,2;99,04;28,75
Simão Dias (SE);Município;280710;58,28;60,38;97,96;98,62;24,58
Siriri (SE);Município;280720;82,21;62,25;99,73;98,1;33,31
Telha (SE);Município;280730;91,76;89,06;99,05;99,44;31,18
Tobias Barreto (SE);Município;280740;79,29;73,51;96,6;98,62;28,09
Tomar do Geru (SE);Município;280750;71,71;48,1;97,31;97,64;31,05
Umbaúba (SE);Município;280760;90,72;62,57;99,37;99,38;31,33
Adamantina (SP);Município;350010;99,54;99,7;100;99,97;9,84
Adolfo (SP);Município;350020;97,75;99,69;99,9;100;8,03
Aguaí (SP);Município;350030;98,9;98,31;99,55;100;25,98
Águas da Prata (SP);Município;350040;97,13;98,22;99,43;100;20,05
Águas de Lindóia (SP);Município;350050;98,11;98;99,12;100;20,62
Águas de Santa Bárbara (SP);Município;350055;91,34;97,45;100;99,94;17,82
Águas de São Pedro (SP);Município;350060;100;100;100;100;8,92
Agudos (SP);Município;350070;98,81;99,03;99,66;100;24,72
Alambari (SP);Município;350075;97,77;99,12;100;100;24,13
Alfredo Marcondes (SP);Município;350080;99,04;98,66;98,69;99,92;14,42
Altair (SP);Município;350090;99,49;99,75;100;100;22
Altinópolis (SP);Município;350100;97,54;99,09;100;100;20,66
